alpha0,ksi0,p0,q0,r0,alpha,ksi,p,q,r,error
0.7999157936794679,2.8835122352487605,14.987767656757471,6.081854502463727,4.093317116753697,0.398789086181137,0.9902151682426752,6.197918023008534,2.9278749856558286,3.096983945855039,1.1194771132464638
0.25504161418713606,1.9663641050154241,18.36952237064109,5.140239899257984,3.9643112277070527,0.14897196756482092,0.453017096578343,71.35346099561315,6.281038854068944,3.6720877189412366,0.41532589445450885
0.8502584305132347,1.353828303323498,35.542421562583655,3.8209475849921546,3.7896439736167182,2.7080186100409227,3.5519486035378556,29.334091739401345,7.026910546537996,-0.4272082061126852,inf
0.28896830417633496,1.606761246335066,5.5786908962356705,9.270284157692124,4.020005939182478,0.0504874921422232,0.9708537267190398,7.19672487107967,5.131373712811883,-0.14248518760361062,9.781037623926222e+250
0.9570747308276156,4.866737893411832,6.735244129607022,1.1631106664476105,3.741651917494993,0.0315288089358132,0.2451670156611274,-36.570016371024664,2.0920693701843907,5.536789009973129,1.990221183899766
0.5497532115763306,0.8455657189225168,16.45667515818353,6.277370342705058,3.8419881429550067,1.1489476088078328,0.6288090752983729,58.07309279515395,6.0518974326604775,3.529611593145851,0.4273683999839372
0.05966251094083708,0.9316775354286063,36.82957235060615,9.161473264936028,3.8272272746711833,0.033338462725359064,0.4019680001231598,74.12896603552021,6.424294939941628,3.7504760855826205,0.41511493029185415
0.27673932025365927,2.285274016888,34.399494176239045,5.122952508341666,3.9741466739660507,0.0019184257331239993,-0.1812808864979994,65.36151432989757,5.911945817448937,3.8935025842559168,0.5895462240336806
0.10146434972473588,3.4611509760225836,32.06253981356224,1.1520726416083578,4.040712178082088,5.62985066430649,7.386681274190614,32.85004357197657,6.945964564700041,-0.37606980548492125,inf
0.34692854845684773,3.265326946570747,16.688059951951445,1.0061311105968929,3.894116189049002,0.9242388888409285,0.5361262378222048,70.710056651675,6.135314696410172,3.5820952014982903,0.4151156106044592
0.9658552054328329,1.5138186728409089,21.836501239172566,6.2910873705669035,4.058615725602068,0.13406642824897252,-0.36355251380704906,45.298149169422445,5.990296322186933,3.607097296789734,0.4980634138967082
0.45582902645221557,1.601671205022138,20.068158137699953,1.2093437653320445,4.0790533532412585,5.83418370338263,6.178512568132085,21.583186825556165,7.108800093492096,0.04360896068182432,6.0
0.19271874811818057,3.067659336504231,24.938537005611884,9.92903926655741,3.8273170351100556,2.836662829929756,5.492572046058298,26.827348600950884,12.177308602289596,0.6368661665700476,6.0
0.18389264234919045,0.7471006050563651,5.248510813007812,8.341114998908804,3.713316260068684,0.06051220355456906,-0.4891789547987673,6.769912185294723,3.240960490040557,4.217108926939784,1.0959631875596196
0.2402003904915964,0.807238317761312,15.008974367372177,1.6406522177147698,3.836911308934292,0.10466567030408251,0.06287435465481887,5.459773196873817,0.6585953126574818,3.4810425284324307,2.0373264323086087
0.1009316556018018,4.817694735345581,33.45425069409903,6.119569813647835,4.02848909921712,0.023398250015651323,-0.3898210109067902,74.50557909123805,6.454952887531856,3.76839917835653,0.4151149356295152
0.9804499367988531,2.2301721294573005,18.112725394727043,9.168631951588027,3.8032401031793523,2.8655427782983187,4.684542984923583,20.165166461885732,11.369850945011683,-0.975497245357533,1.1084842094923063e+124
0.47327791588260376,2.3108351606816595,38.24087670224304,8.281724730386484,3.909949610623626,0.004497879532678202,0.3376312951921529,75.74326538281134,6.596756226189494,3.8520463617660083,0.41512711241678096
0.2389671681137373,1.3741335213780554,37.29384869310922,4.62081139225586,3.8485983659002687,0.003130724087771816,0.3387621926177659,76.01590245014472,6.612654720168873,3.8717892599537644,0.41641169447040427
0.10895134217934922,1.8553752939820376,26.15584454294908,2.764197395156123,4.021557596646115,2.7414272381305023,3.784802687464029,24.91565744072786,6.008451234706907,0.24796701763724932,6.0
0.18319565917828654,4.58142793650217,19.319904741778124,5.58195216677331,3.7737268342911015,0.32076105023337126,1.6639368567348276,4.844505943599457,2.491216344101475,3.3894975074199833,1.5775540910139456
0.33379846739167296,3.553589569855221,22.416131526527813,6.128675926402495,3.738733385831413,0.11602118496270103,4.199431982734828e-05,77.15224596440382,-3.177000730380112,3.651121723096343,1.008672707312785
0.5667778667765088,4.043204365553039,26.29636068332175,5.007892578752829,3.745036063013255,0.1375978369682542,0.4612365708873566,8.84390508596707,4.123096801145666,3.54465235854524,1.1676620592854081
0.46742915013566266,1.3434551219189494,37.24760370214485,9.97556761396097,3.7112172871513844,0.08859797250118187,0.43715574119122524,73.22266234042134,6.337455463235182,3.7010949457177515,0.4151175952323781
0.8569734849517655,1.4437576857879473,29.390397376709195,4.4422875203621786,3.9353111720811658,0.01219043185603342,-0.369990014410806,76.94485261167137,6.500548012925422,3.8015465616663806,0.4154056345542179
