alpha0,ksi0,p0,q0,r0,alpha,ksi,p,q,r,error
0.843656876030747,1.8952980246515498,22.737780835677896,9.039421996191633,3.7452529559789998,0.048163538065782274,0.5,40.0,6.35940921304622,3.7104802791387996,0.5452326313892808
0.9439600236133271,4.218663764083891,22.78148810814008,6.583294730602576,3.8611860946113405,0.1361867168204895,0.7164872676613041,6.08282494287622,2.9121927872982005,3.7104802791387996,1.0956282213336934
0.7892839113029956,2.7729912406921753,13.948421776975271,1.0668098804929673,3.755513717042742,0.11669543451753951,0.6654193126094209,6.237232703321514,2.9861199425168365,3.8047004096501764,1.0956282214040878
0.2823435180791556,4.078868679352071,27.668858639281115,8.149005653701769,3.853367722542953,0.04816317902208422,0.5,40.0,6.359348437909408,3.7104802791387996,0.5452326310032288
0.8147860348563266,3.1905983385702625,22.958381265703206,3.5517236820436473,4.075438079638998,0.1281042782336536,0.6958031870579652,6.143961616032503,2.9414580872745715,3.7478007466362113,1.0956282213395567
0.7245214905459766,2.8955969581831753,14.03227500734747,6.269246750500735,4.048718879077928,0.600846593409684,5.0,5.323142041672026,3.0137638759875394,3.7104802791387996,27.8417541557391
0.6192396433818236,2.1790401862156945,32.65791842017756,7.228838660984186,4.019604584381908,0.04816309215178715,0.5,40.0,6.359382703134309,3.7104802791387996,0.5452326315240322
0.6631484361135114,0.8595004668887711,36.1936707699942,1.7871874389417504,3.9387186688621396,0.04816312556787258,0.5000000004895704,40.0,6.359400282398808,3.7104802791387996,0.5452326320970121
0.45785755443265974,3.365512901452918,34.198194312172745,6.343038188518518,3.8569918761153237,0.04816327328643779,0.5,40.0,6.359410512464902,3.7104802791387996,0.5452326311034753
0.5520340670270834,4.5094342927983195,31.04207630126784,5.173062189902444,3.9092392565069978,0.13618662614437843,0.7164872157665072,6.082837563941933,2.9122000824831935,3.7104802791387996,1.0956282213650368
0.34546438953715813,4.323667092563554,24.573635607530694,5.16468744398816,4.060691257080594,0.04816286026532114,0.5000000539314804,40.0,6.359307034284559,3.710480856811688,0.5452331151130361
0.2817739555765345,3.847843407748958,28.426130171746347,6.880689416229285,3.9912126418126133,0.0481645440914856,0.5000001712819309,40.0,6.35930605550384,3.710480339635705,0.5452328467856581
0.24742057326156225,2.173329283742321,6.165763073531933,8.667820563741277,4.061938398960355,0.06995182282187824,0.5000204020810046,40.0,9.999932045646968,3.7104840121970595,3.4133855947340837
0.01605644933625445,1.6277630751271466,7.3307433630166505,5.563644535000582,3.780602140889933,0.04816362479969476,0.5,40.0,6.359377721143973,3.7104802791387996,0.5452326318379025
0.659052600056901,3.0865834053888412,27.924484617735967,2.247624352296567,3.8346990395767127,0.04816302109657191,0.5,39.99999716931385,6.3592958909781405,3.710480285008118,0.5452326686480299
0.5841114566344613,2.1858803964077715,37.72107620774712,8.800647690996838,3.8895189080394665,0.048164497582858276,0.500000001530513,39.99999497668935,6.35934218792881,3.7104802791387996,0.5452327137197777
